iter	RMSE
135	3.103917217
136	3.100353916
137	3.091833622
138	3.087667527
139	3.08079969
140	3.077348608
141	3.074988488
142	3.069853149
143	3.063482301
144	3.060604961
145	3.052592448
146	3.047776926
147	3.045522068
148	3.040815
149	3.036934762
150	3.032104367
151	3.024939325
152	3.023095066
153	3.019685471
154	3.015740124
155	3.011220666
156	3.008383049
157	3.004742302
158	3.001027159
159	2.996040976
160	2.988460969
161	2.98521646
162	2.98082356
163	2.973396132
164	2.96996165
165	2.968294833
166	2.963637239
167	2.959697561
168	2.957344336
169	2.953982236
170	2.951004951
171	2.943459993
172	2.940379748
173	2.933148581
174	2.929128135
175	2.919396722
176	2.914464097
177	2.910712905
178	2.906574704
179	2.903832382
180	2.901324394
181	2.89919517
182	2.891695688
183	2.887894597
184	2.881789663
185	2.87884671
186	2.874234016
187	2.871621602
188	2.868261349
189	2.86554164
190	2.864062342
191	2.855130597
192	2.845729535
193	2.842670673
194	2.835533769
195	2.828463375
196	2.825076586
197	2.823466864
198	2.818346273
199	2.815955125
200	2.813380558
201	2.809501247
202	2.80632954
203	2.800197873
204	2.797977286
205	2.795893888
206	2.791408836
207	2.790201748
208	2.786782234
209	2.784451783
210	2.780486299
211	2.778747606
212	2.772348439
213	2.768305767
214	2.761731954
215	2.758828409
216	2.755797783
217	2.752580844
218	2.745158682
219	2.743363519
220	2.742257532
221	2.74091667
222	2.730453359
223	2.729361035
224	2.725168305
225	2.714602621
226	2.712695299
227	2.706994249
228	2.702267983
229	2.694203988
230	2.690619058
231	2.688082442
232	2.684329585
233	2.680473812
234	2.677296336
235	2.670057495
236	2.668979151
237	2.667017982
238	2.666025146
239	2.661982844
240	2.653961841
241	2.652927316
242	2.651914163
243	2.644968348
244	2.643609956
245	2.635405712
246	2.626854326
247	2.624268356
248	2.616711888
249	2.611497098
250	2.610578218
251	2.608882047
252	2.60156052
253	2.59899837
254	2.595914279
255	2.592991295
256	2.592038625
257	2.586902797
258	2.582016854
259	2.575012408
260	2.570090747
261	2.569088634
262	2.565969926
263	2.561903442
264	2.559683206
265	2.557968243
266	2.555953452
267	2.550230609
268	2.548592886
269	2.543296971
270	2.542324471
271	2.540704033
272	2.537993854
273	2.535454395
274	2.531133577
275	2.530240373
276	2.522891014
277	2.518294481
278	2.513530733
279	2.506607339
280	2.504571748
281	2.501183956
282	2.500333767
283	2.499413823
284	2.493453575
285	2.491193807
286	2.488814442
287	2.484102196
288	2.482661346
289	2.479081643
290	2.478180717
291	2.474608337
292	2.472555881
293	2.46972438
294	2.468833365
295	2.463676737
296	2.460881237
297	2.458019465
298	2.456599722
299	2.453040705
300	2.451320288
301	2.448875755
302	2.447457232
303	2.443509
304	2.441771821
305	2.438715398
306	2.436739134
307	2.435362284
308	2.433636585
309	2.430605931
310	2.428415759
311	2.427087402
312	2.425033549
313	2.419375218
314	2.41579679
315	2.414536817
316	2.410189832
317	2.408444654
318	2.406709133
319	2.402408578
320	2.399566387
321	2.39709518
322	2.391371822
323	2.390627364
324	2.387656226
325	2.386066822
326	2.38310253
327	2.381844487
328	2.381014419
329	2.375811102
330	2.372824145
331	2.371572241
332	2.365443387
333	2.363101052
334	2.362368606
335	2.359708039
336	2.356139007
337	2.352120331
338	2.351338998
339	2.35011464
340	2.345159164
341	2.342078888
342	2.339422445
343	2.338725128
344	2.336463514
345	2.334671737
346	2.332683799
347	2.332004685
348	2.330948316
349	2.329120617
350	2.327849204
351	2.32611191
352	2.322430767
353	2.321648323
354	2.319894204
355	2.315333599
356	2.310259065
357	2.304579834
358	2.303426074
359	2.302693361
360	2.301106203
361	2.296938736
362	2.295410242
363	2.292922267
364	2.291118192
365	2.289875436
366	2.287153581
367	2.283789621
368	2.280576516
369	2.279901458
370	2.278232065
371	2.273803742
372	2.269150104
373	2.267859858
374	2.262769599
375	2.259229003
376	2.258575383
377	2.257232377
378	2.255747841
379	2.253875545
380	2.253129927
381	2.251247955
382	2.248151662
383	2.246494475
384	2.242013297
385	2.238229641
386	2.235292897
387	2.232402371
388	2.230610551
389	2.229871277
390	2.226372818
391	2.222455274
392	2.221725278
393	2.21946461
394	2.215338773
395	2.213744516
396	2.212343762
397	2.21083089
398	2.209444207
399	2.208208196
400	2.207521921
401	2.205601836
402	2.200113152
403	2.197160452
404	2.195499026
405	2.193407922
406	2.192146276
407	2.1909115
408	2.189674824
409	2.187732704
410	2.186826228
411	2.184029093
412	2.18142725
413	2.179197694
414	2.177848646
415	2.176800599
416	2.174934318
417	2.170699164
418	2.16943034
419	2.168430156
420	2.167730839
421	2.166457756
422	2.162967783
423	2.162280695
424	2.161197555
425	2.159689349
426	2.159006813
427	2.157894153
428	2.155991085
429	2.15463148
430	2.150197969
431	2.148749843
432	2.148077697
433	2.1453474
434	2.143890428
435	2.142514348
436	2.139139775
437	2.135712396
438	2.135049904
439	2.130253207
440	2.126794751
441	2.124337473
442	2.123710148
443	2.122657544
444	2.120858347
445	2.120207975
446	2.119073692
447	2.11811345
448	2.116143755
449	2.114606442
450	2.112100734
451	2.110960869
452	2.109701709
453	2.107953794
454	2.104551162
455	2.101217262
456	2.097235659
457	2.096605977
458	2.09513147
459	2.094492305
460	2.09349238
461	2.092111376
462	2.091500845
463	2.08879837
464	2.08639973
465	2.085274494
466	2.082927947
467	2.081476649
468	2.079206775
469	2.078609599
470	2.075900406
471	2.074425947
472	2.073839076
473	2.072590746
474	2.071289209
475	2.069907018
476	2.067807859
477	2.066671976
478	2.065761397
479	2.0649031
480	2.062261569
481	2.061145968
482	2.060531928
483	2.059229559
484	2.057964672
485	2.055514669
486	2.054412781
487	2.053209774
488	2.050414678
489	2.049378825
490	2.046579887
491	2.043736029
492	2.040923558
493	2.039969589
494	2.039356877
495	2.035927083
496	2.032739695
497	2.029035963
498	2.028112285
499	2.024457921
500	2.023025673
501	2.019841551
502	2.018818615
503	2.018306934
504	2.016175226
505	2.012427369
506	2.011102399
507	2.00961975
508	2.009025734
509	2.008440069
510	2.007207055
511	2.006624536
512	2.00492266
513	2.003170107
514	2.001983936
515	1.998964653
516	1.996140864
517	1.995242662
518	1.994700659
519	1.993686674
520	1.993115627
521	1.990785786
522	1.989336126
523	1.9881535
524	1.986879742
525	1.985343431
526	1.983743771
527	1.980947976
528	1.980414928
529	1.979531909
530	1.976364469
531	1.975800261
532	1.975277177
533	1.974143228
534	1.97313205
535	1.970609013
536	1.969555884
537	1.969054244
538	1.966567007
539	1.96468294
540	1.964183507
541	1.961714382
542	1.96077591
543	1.959299211
544	1.958748802
545	1.957589069
546	1.956440742
547	1.955669331
548	1.954358856
549	1.953117272
550	1.951989562
551	1.951445389
552	1.949782956
553	1.946620293
554	1.946077598
555	1.944987273
556	1.944452053
557	1.940794433
558	1.939961819
559	1.937722899
560	1.935207183
561	1.934333224
562	1.933314829
563	1.93274828
564	1.9322046
565	1.931714992
566	1.93061569
567	1.930067396
568	1.927749237
569	1.926801693
570	1.923205573
571	1.922008458
572	1.920445576
573	1.918534651
574	1.917646121
575	1.914856432
576	1.912157093
577	1.911657003
578	1.911117555
579	1.910610797
580	1.910087841
581	1.907270893
582	1.906374604
583	1.904018487
584	1.902952408
585	1.901525844
586	1.901039893
587	1.900125678
588	1.895898939
589	1.892697325
590	1.8904109
591	1.889625498
592	1.887214581
593	1.88463947
594	1.884174418
595	1.883234374
596	1.882203882
597	1.881693941
598	1.8811972
599	1.878944219
600	1.878428405
601	1.877937208
602	1.877454937
603	1.876952113
604	1.876458306
605	1.876039293
606	1.875554713
607	1.87485774
608	1.874381608
609	1.873927454
610	1.873204133
611	1.872765462
612	1.87230187
613	1.871269284
614	1.870315813
615	1.869852457
616	1.8682928
617	1.867835305
618	1.866992067
619	1.866538918
620	1.866089486
621	1.865661654
622	1.864515818
623	1.864073444
624	1.861425843
625	1.860613294
626	1.858961074
627	1.85856114
628	1.857460957
629	1.856769833
630	1.855577742
631	1.854682429
632	1.854274347
633	1.852948374
634	1.850569585
635	1.849694959
636	1.848719922
637	1.847755817
638	1.846854111
639	1.84419858
640	1.843068095
641	1.841450848
642	1.838263458
643	1.836256422
644	1.835534375
645	1.832532475
646	1.831847509
647	1.830239696
648	1.828150401
649	1.827112144
650	1.826203475
651	1.823778009
652	1.82340162
653	1.820420889
654	1.819989876
655	1.819086808
656	1.818106807
657	1.817267196
658	1.816327251
659	1.814474098
660	1.813610579
661	1.810751176
662	1.810022764
663	1.80784479
664	1.807065588
665	1.805935892
666	1.805098713
667	1.804670272
668	1.803719801
669	1.802373975
670	1.801332604
671	1.80051308
672	1.799096729
673	1.79621017
674	1.795268086
675	1.794290316
676	1.79178098
677	1.790145159
678	1.787954559
679	1.787098488
680	1.786461264
681	1.785277079
682	1.784296762
683	1.783841538
684	1.78347619
685	1.782855984
686	1.781776948
687	1.780741994
688	1.780123095
689	1.77772688
690	1.776676843
691	1.776231842
692	1.773859981
693	1.773233586
694	1.77094062
695	1.768407337
696	1.767965138
697	1.767552114
698	1.767116775
699	1.766288669
700	1.765616856
701	1.764804386
702	1.763692074
703	1.761991906
704	1.759494428
705	1.759058277
706	1.758648827
707	1.757370257
708	1.75653481
709	1.754741149
710	1.754084633
711	1.752988604
712	1.752346937
713	1.751233609
714	1.750558095
715	1.749709317
716	1.749305392
717	1.74844802
718	1.74655749
719	1.744959563
720	1.743396393
721	1.741262462
722	1.740392825
723	1.740017343
724	1.739269332
725	1.737247118
726	1.736826179
727	1.73621881
728	1.735553013
729	1.734929529
730	1.734108267
731	1.733291703
732	1.731468248
733	1.730516626
734	1.729947686
735	1.727256489
736	1.726444121
737	1.726024675
738	1.725134055
739	1.724305531
740	1.722221717
741	1.720411492
742	1.719386778
743	1.718971964
744	1.717197473
745	1.716550936
746	1.71616231
747	1.715752074
748	1.714802849
749	1.714219394
750	1.713836974
751	1.712037849
752	1.710443842
753	1.709537642
754	1.707483303
755	1.706903456
756	1.706086986
757	1.705187075
758	1.704067771
759	1.703519619
760	1.702595895
761	1.701868071
762	1.700671776
763	1.699348218
764	1.698943566
765	1.697432323
766	1.696827965
767	1.696485798
768	1.693818921
769	1.692501973
770	1.692103927
771	1.689566144
772	1.688620382
773	1.685035959
774	1.684481275
775	1.683908372
776	1.683196937
777	1.682163848
778	1.681806505
779	1.681184262
780	1.678588539
781	1.678004418
782	1.677611108
783	1.676884714
784	1.676128452
785	1.675739443
786	1.675179448
787	1.673322268
788	1.672622203
789	1.671449814
790	1.670864622
791	1.66861436
792	1.668053034
793	1.667509246
794	1.667144019
795	1.664837915
796	1.664039472
797	1.663232795
798	1.662533417
799	1.661939273
800	1.660426756
801	1.660067268
802	1.659709355
803	1.658927171
804	1.658547944
805	1.656371377
806	1.654586099
807	1.653879304
808	1.653395101
809	1.653018136
810	1.652271321
811	1.651897298
812	1.651171638
813	1.650395841
814	1.649817521
815	1.649445111
816	1.648830268
817	1.647958529
818	1.646593511
819	1.64564359
820	1.643501024
821	1.643020387
822	1.64132914
823	1.640740823
824	1.640012674
825	1.638969001
826	1.638597588
827	1.638250362
828	1.635789623
829	1.635309501
830	1.634942912
831	1.634371928
832	1.633746772
833	1.629810162
834	1.629350094
835	1.628692578
836	1.627980811
837	1.626010519
838	1.624541425
839	1.624174719
840	1.623809322
841	1.623238248
842	1.622313241
843	1.621476886
844	1.620595474
845	1.620102127
846	1.619740113
847	1.618548642
848	1.618187628
849	1.617688613
850	1.616894406
851	1.61605729
852	1.613800809
853	1.61310943
854	1.612749924
855	1.610702701
856	1.609191589
857	1.607493856
858	1.605628179
859	1.604831346
860	1.604213098
861	1.602406661
862	1.600786639
863	1.600428846
864	1.5999059
865	1.597450072
866	1.596839589
867	1.59547399
868	1.595117953
869	1.593917772
870	1.593413128
871	1.592852049
872	1.591046615
873	1.590694714
874	1.590237674
875	1.589887181
876	1.58953795
877	1.588933042
878	1.586847254
879	1.586109109
880	1.585421037
881	1.584621971
882	1.583543234
883	1.58279865
884	1.580092618
885	1.577819683
886	1.577470125
887	1.576904979
888	1.57655808
889	1.576116188
890	1.575771431
891	1.575418182
892	1.574894933
893	1.574569686
894	1.573925336
895	1.572483853
896	1.571912103
897	1.571121447
898	1.570244368
899	1.569736572
900	1.569060545
901	1.568603393
902	1.56650923
903	1.566170469
904	1.565833522
905	1.56511066
906	1.564454409
907	1.563771925
908	1.56138202
909	1.560651297
910	1.558716905
911	1.556933577
912	1.556293099
913	1.555957723
914	1.555355922
915	1.554854267
916	1.554242888
917	1.553909968
918	1.553579906
919	1.553005356
920	1.55041241
921	1.548751444
922	1.548236219
923	1.547645305
924	1.546634611
925	1.54521778
926	1.544405406
927	1.543675617
928	1.543343749
929	1.542754193
930	1.542000283
931	1.541693145
932	1.540921041
933	1.540626308
934	1.540084708
935	1.537845694
936	1.536543249
937	1.535979589
938	1.535502717
939	1.533080821
940	1.532398974
941	1.531819734
942	1.531495591
943	1.529966036
944	1.529352711
945	1.529041686
946	1.528563803
947	1.527586131
948	1.526450364
949	1.524803614
950	1.524342601
951	1.522410815
952	1.521997385
953	1.521693995
954	1.521214332
955	1.520560455
956	1.51997999
957	1.519184744
958	1.518866693
959	1.518574411
960	1.516590734
961	1.515978378
962	1.513867402
963	1.513553782
964	1.513074914
965	1.512761611
966	1.512350717
967	1.51155692
968	1.510849232
969	1.510322783
970	1.508654381
971	1.507448703
972	1.507152434
973	1.505801592
974	1.505203503
975	1.504901295
976	1.503335362
977	1.503055
978	1.502456977
979	1.501984269
980	1.501397972
981	1.500939119
982	1.500242563
983	1.499679669
984	1.499195703
985	1.497914024
986	1.497298453
987	1.496998319
988	1.496462431
989	1.49519848
990	1.494593574
991	1.492052256
992	1.489205663
993	1.488917034
994	1.488404815
995	1.487933316
996	1.487445727
997	1.485538101
998	1.485264426
999	1.484503582
