iter	RMSE
654	1.832949659
655	1.83038518
656	1.829168707
657	1.828263446
658	1.825739617
659	1.82269736
660	1.820700769
661	1.820221923
662	1.818266468
663	1.817543212
664	1.816796143
665	1.815542736
666	1.814848552
667	1.814168572
668	1.813695982
669	1.8131856
670	1.812698016
671	1.811317848
672	1.808947812
673	1.808450989
674	1.807652216
675	1.806643127
676	1.804474036
677	1.803657488
678	1.801473889
679	1.800410114
680	1.799989911
681	1.799390987
682	1.79640876
683	1.795934837
684	1.794764426
685	1.793635988
686	1.789704671
687	1.788648432
688	1.788164272
689	1.785993861
690	1.785310786
691	1.784711485
692	1.78411198
693	1.78368948
694	1.783017351
695	1.782571093
696	1.782103499
697	1.781656603
698	1.781016496
699	1.780574701
700	1.780122363
701	1.779720768
702	1.778753929
703	1.778310271
704	1.775823338
705	1.775410416
706	1.774975108
707	1.774544513
708	1.774090045
709	1.77177851
710	1.77136823
711	1.770085604
712	1.769664933
713	1.769284497
714	1.768894161
715	1.768496427
716	1.767583405
717	1.766973219
718	1.766618482
719	1.766240727
720	1.765840407
721	1.765457973
722	1.764449864
723	1.761174426
724	1.760823602
725	1.75841367
726	1.7555409
727	1.754860509
728	1.754025139
729	1.752504449
730	1.750554459
731	1.749776635
732	1.749153232
733	1.747120844
734	1.745544314
735	1.745151795
736	1.74442199
737	1.743735484
738	1.742525179
739	1.741551394
740	1.740076061
741	1.73883326
742	1.738461125
743	1.735324142
744	1.732710028
745	1.732332973
746	1.731061449
747	1.729221278
748	1.728613492
749	1.725338122
750	1.724770899
751	1.723989113
752	1.723606155
753	1.721651626
754	1.718660619
755	1.718279787
756	1.7177017
757	1.716030569
758	1.713394536
759	1.71251077
760	1.709720231
761	1.709044715
762	1.708388403
763	1.707759079
764	1.707392074
765	1.704952878
766	1.704319261
767	1.70224546
768	1.701401806
769	1.700568685
770	1.69920963
771	1.698440901
772	1.697674473
773	1.696852211
774	1.695951965
775	1.693031316
776	1.69056963
777	1.68986495
778	1.689198917
779	1.688643087
780	1.6880827
781	1.6868189
782	1.685820739
783	1.682930225
784	1.682524635
785	1.681892184
786	1.680159652
787	1.679540044
788	1.678666018
789	1.678307346
790	1.677081078
791	1.67671279
792	1.675655778
793	1.674465039
794	1.67352937
795	1.671248571
796	1.668490991
797	1.667567989
798	1.664081751
799	1.663158103
800	1.661832325
801	1.661223275
802	1.659609756
803	1.658552785
804	1.657147461
805	1.656107245
806	1.655525392
807	1.655148028
808	1.654755401
809	1.65419523
810	1.652682397
811	1.64990713
812	1.647520691
813	1.6467355
814	1.646363079
815	1.645752916
816	1.645204871
817	1.644422784
818	1.641106426
819	1.638419439
820	1.637694142
821	1.637023572
822	1.636676919
823	1.636099985
824	1.635753649
825	1.634023745
826	1.632174985
827	1.629527147
828	1.628878497
829	1.628320047
830	1.627831309
831	1.627216611
832	1.626707283
833	1.625425717
834	1.625039836
835	1.624294275
836	1.62186407
837	1.621262323
838	1.620137153
839	1.619546229
840	1.617470977
841	1.616910798
842	1.615813859
843	1.615429128
844	1.613228774
845	1.612317805
846	1.611844878
847	1.610962711
848	1.610047199
849	1.608009701
850	1.605528542
851	1.60514671
852	1.604782786
853	1.604466192
854	1.604147863
855	1.603776433
856	1.60319406
857	1.602884598
858	1.601861084
859	1.601172834
860	1.600629714
861	1.600119973
862	1.599201082
863	1.598528118
864	1.597646881
865	1.596689718
866	1.596003415
867	1.595482498
868	1.594928743
869	1.594462552
870	1.594093696
871	1.593550465
872	1.591263603
873	1.588281327
874	1.586099787
875	1.585380417
876	1.58501257
877	1.584647354
878	1.583915796
879	1.581003172
880	1.580322405
881	1.579963782
882	1.579624754
883	1.578729049
884	1.577204693
885	1.576382573
886	1.576052386
887	1.57471621
888	1.574359325
889	1.573702445
890	1.570769064
891	1.57028527
892	1.569638117
893	1.568796951
894	1.5683298
895	1.566715597
896	1.564988478
897	1.564629756
898	1.563890563
899	1.563535795
900	1.561614166
901	1.561273502
902	1.560951576
903	1.560443128
904	1.559767131
905	1.557595494
906	1.557246047
907	1.556720358
908	1.555485277
909	1.554945553
910	1.554654456
911	1.552278954
912	1.55179978
913	1.551268299
914	1.550333873
915	1.549805844
916	1.549482039
917	1.548765198
918	1.548424143
919	1.547636491
920	1.546034136
921	1.545295872
922	1.544952387
923	1.542242727
924	1.541882919
925	1.541231004
926	1.540436509
927	1.539901227
928	1.539558988
929	1.538947443
930	1.537200841
931	1.535949176
932	1.535646911
933	1.535296562
934	1.534985234
935	1.534247385
936	1.532906337
937	1.532384008
938	1.531721391
939	1.530723025
940	1.530391517
941	1.529574927
942	1.52867578
943	1.528114381
944	1.527719225
945	1.527229084
946	1.525453412
947	1.525131835
948	1.524804827
949	1.524284842
950	1.523978689
951	1.523669718
952	1.523378438
953	1.522753289
954	1.521789912
955	1.52145545
956	1.521171384
957	1.520637596
958	1.520016645
959	1.519697129
960	1.518101581
961	1.515689583
962	1.515091154
963	1.514260982
964	1.513709341
965	1.511673438
966	1.511206741
967	1.510880604
968	1.509551499
969	1.509250004
970	1.508612464
971	1.508146541
972	1.506795821
973	1.50609866
974	1.505290431
975	1.50496877
976	1.504547435
977	1.504093547
978	1.502960707
979	1.502181831
980	1.501710989
981	1.501187148
982	1.500197404
983	1.498437402
984	1.495945908
985	1.495369251
986	1.493893678
987	1.493389579
988	1.493092763
989	1.491730933
990	1.491206419
991	1.490886855
992	1.489651011
993	1.48864889
994	1.487842898
995	1.486754519
996	1.486436996
997	1.484493257
998	1.483970362
999	1.482122423
